Task List ID,Parent Task ID,Task ID,Critical Task,Task Name,Custom Status,Work hours,Priority,Tags,Task Description,Phase Name,Start Date,Due Date,Associated Team,Duration,% Completed,Created By,Completion Date,Duration Type,Billable Hours,Forecasted Hours,Billing Type,Task List Name,Schedule Status,Predecessors,Successors,Task Comment,Phase Start Date,Phase End Date,Project Name,Parent Task System ID,Parent Task Name,Task System ID,Owner,Project Group,Non Billable Hours,Total Log Hours,Individual Work,Work Hours Per Owner,Work Hours Unit,Dependency status,Difference,Project ID,Project Status,Task URL,Created Time,Planned Cost,Actual Cost,Budget Balance,Forecasted Cost,Planned Value,Earned Value,Schedule Variance,Cost Variance,Planned Revenue,Actual Revenue,Forecasted Revenue
2350689000000055300,-,HI2-T18,No,Develop Accident Reporting Procedures,In Progress,72:00,High,"""Accident Reporting"",""Safety Compliance"",""HR Implementation"",""Workers Compensation"",""Project Management""","The task involves developing comprehensive accident reporting procedures aimed at enhancing workplace safety and compliance. It is categorized under the Workers Comp and Safety Team and is currently in progress. The completion of this task is essential for the HR Implementation Plan and aligns with the project's active status, highlighting its importance in maintaining safety standards within the organization.",03. Mandated Training & Labor Compliance,"July 11, 2024 9:00 AM (EDT)","November 14, 2024 6:00 PM (EST)",Workers Comp and Safety Team,8,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,Accident Reporting and Safety Compliance,Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,-,,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055551/2350689000000055639,"November 8, 2024 4:01 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,-,HI2-T20,Yes,Implement Safety Incident Reporting System,In Progress,240:00,High,"""Safety"",""Incident Reporting"",""HR Implementation"",""Compliance"",""In Progress""","The task involves implementing a Safety Incident Reporting System as part of the HR Implementation Plan. This project, led by Cody Rice-Velasquez, aims to enhance accident reporting and ensure safety compliance within the organization. Currently in progress, the task is critical to the project's success and is scheduled to be completed by December 31, 2024.",03. Mandated Training & Labor Compliance,"January 11, 2024 9:00 AM (EST)","December 31, 2024 6:00 PM (EST)",Workers Comp and Safety Team,61,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,Accident Reporting and Safety Compliance,Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,-,,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055551/2350689000000055655,"November 8, 2024 4:02 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T64,HI2-T19,No,Train Employees on Accident Reporting Protocols,On Hold,00:00,High,"""Training"",""Accident Reporting"",""HR Implementation"",""Safety"",""Workers Comp"",""Compliance""","This task involves training employees on accident reporting protocols as part of the HR Implementation Plan. The training aims to ensure compliance with safety regulations and promote a culture of safety within the organization. The task is currently on hold and is scheduled to start on December 1, 2024, with a due date of December 31, 2024.",03. Mandated Training & Labor Compliance,"December 1, 2024","December 31, 2024",Workers Comp and Safety Team,-,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",-,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131211,Training: Workers Comp and Safety,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055647,"November 8, 2024 4:01 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T23,HI2-T24,No,Document Training Completion and Certifications,On Hold,00:00,High,"""Training"",""HR"",""Compliance"",""Implementation"",""Audits""","This task involves scheduling and conducting mandated training sessions for the HR Implementation Plan. The training is currently on hold and is set to start on January 11, 2024, with a completion due by December 31, 2024. It requires coordination between the HR Implementation Team and the Sales Team to ensure compliance with necessary training requirements.",03. Mandated Training & Labor Compliance,"December 1, 2024","December 31, 2024","HR Implementation Team, Sales Team",-,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",-,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000055679,Schedule and Conduct Mandated Training Sessions,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055687,"November 8, 2024 4:02 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,-,HI2-T23,No,Schedule and Conduct Mandated Training Sessions,On Hold,240:00,Medium,"""Training"",""Safety"",""Compliance"",""HR"",""Workers Compensation""","This task involves scheduling and conducting mandated training sessions for the Workers Comp and Safety Team. It is currently on hold and is part of the HR Implementation Plan, with a start date of December 1, 2024, and a due date of December 31, 2024. The task is independent and aims to ensure compliance with safety regulations.",03. Mandated Training & Labor Compliance,"December 1, 2024","December 31, 2024",Workers Comp and Safety Team,-,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",-,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,-,,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055679,"November 8, 2024 4:02 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T64,HI2-T25,Yes,OSHA,In Progress,240:00,High,"""OSHA"",""Training"",""Workers Comp"",""Safety"",""HR Implementation"",""Audits"",""In Progress""","This task involves the implementation of mandated training related to OSHA and safety protocols as part of the HR Implementation Plan. It is assigned to the Workers Comp and Safety Team and is currently in progress, with a start date of December 1, 2024, and a due date of December 31, 2024. The task is classified as critical and is independent, emphasizing its priority in ensuring compliance with safety regulations.",03. Mandated Training & Labor Compliance,"December 1, 2024","December 31, 2024",Workers Comp and Safety Team,-,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",-,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131211,Training: Workers Comp and Safety,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055699,"November 8, 2024 4:03 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T64,HI2-T30,No,Live Shooter Training,On Hold,00:00,High,"""Live Shooter Training"",""Safety"",""HR Implementation"",""Training"",""Workers Comp""","This task involves providing live shooter training as part of the mandated training initiatives for the Workers Comp and Safety Team. The training is currently on hold and is scheduled to start on December 1, 2024, with a due date of December 31, 2024. The project is overseen by Cody Rice-Velasquez and aims to ensure compliance with safety regulations.",03. Mandated Training & Labor Compliance,"December 1, 2024","December 31, 2024",Workers Comp and Safety Team,-,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",-,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131211,Training: Workers Comp and Safety,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055739,"November 8, 2024 4:04 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T64,HI2-T31,No,Evacuations,On Hold,00:00,High,"""Evacuations"",""Workers Comp"",""Safety"",""Training"",""HR Implementation Plan""","This task involves planning and executing evacuations as part of the HR Implementation Plan, under the oversight of the Workers Comp and Safety Team. The project is currently on hold and is scheduled to commence on January 11, 2024, with a due date of December 31, 2024. The task requires collaboration and adherence to mandated training protocols, specifically related to OSHA and safety standards.",03. Mandated Training & Labor Compliance,"December 1, 2024","December 31, 2024",Workers Comp and Safety Team,-,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",-,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131211,Training: Workers Comp and Safety,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055747,"November 8, 2024 4:04 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T22,HI2-T64,Yes,Training: Workers Comp and Safety,On Hold,240:00,High,"""Training"",""Workers Comp"",""Safety"",""HR Implementation"",""Mandated Training"",""OSHA""","This task involves developing and implementing training content for mandated topics related to Workers Compensation and Safety. The training is a critical component of the HR Implementation Plan and is scheduled to commence on January 11, 2024, and conclude by November 30, 2024. The task is currently on hold, with a total duration of 30 days and is prioritized as a critical task within the Audits project group.",03. Mandated Training & Labor Compliance,"January 11, 2024 9:00 AM (EST)","November 30, 2024 6:00 PM (EST)",Workers Comp and Safety Team,30,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000055671,Develop Training Content for Each Mandated Topic,2350689000000131000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000131211,"August 26, 2024 8:43 PM (EDT)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T64,HI2-T37,Yes,Workers Compensation,In Progress,72:00,High,"""Workers Compensation"",""HR Implementation Plan"",""Training"",""Safety"",""Audits"",""In Progress"",""Active""","This task involves the completion of mandated training related to Workers Compensation and Safety within the HR Implementation Plan. The project is currently in progress and requires coordination with the Workers Comp and Safety Team, led by Cody Rice-Velasquez. The training must be completed by December 31, 2024, with a focus on compliance and safety standards.",03. Mandated Training & Labor Compliance,"December 1, 2024","December 31, 2024",Workers Comp and Safety Team,-,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",-,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131211,Training: Workers Comp and Safety,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055795,"November 8, 2024 4:08 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T63,HI2-T27,Yes,ADA,On Hold,00:00,High,"""ADA"",""Diversity"",""Anti-Harassment"",""Training"",""HR Implementation Plan"",""Upcoming""","The ADA task is part of the HR Implementation Plan, focusing on mandated training related to anti-harassment and diversity. Currently on hold, it is scheduled to start on October 11, 2024, and is a critical task within the Audits project group. The task is independent and requires no billable hours at this time.",03. Mandated Training & Labor Compliance,"October 11, 2024 9:00 AM (EDT)","October 11, 2024 6:00 PM (EDT)",Diversity and Anit-Harrassment Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131197,Training: Anti-Harassment and Diversity Training,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055715,"November 8, 2024 4:04 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T63,HI2-T29,Yes,Workplace Harrasment,In Progress,08:00,High,"""Workplace Harassment"", ""Diversity"", ""Anti-Harassment"", ""Training"", ""HR Implementation"", ""Active"", ""Critical Task""","This task involves developing and implementing mandated training programs focused on anti-harassment and diversity within the workplace. The project is being led by Cody Rice-Velasquez and is currently in progress, with a critical status indicating its high priority. The training is scheduled to start on January 11, 2024, and aims to enhance workplace culture and compliance with diversity initiatives.",03. Mandated Training & Labor Compliance,"October 11, 2024 9:00 AM (EDT)","October 11, 2024 6:00 PM (EDT)",Diversity and Anit-Harrassment Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131197,Training: Anti-Harassment and Diversity Training,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055731,"November 8, 2024 4:04 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T63,HI2-T35,Yes,Title VII,On Hold,08:00,High,"""Title VII"",""Diversity"",""Anti-Harassment"",""Training"",""HR Implementation Plan"",""Upcoming"",""Critical Task""","Task Title VII focuses on mandated training related to anti-harassment and diversity, assigned to the Diversity and Anti-Harassment Team. Currently on hold, this critical task is scheduled to commence on February 11, 2024, and is part of the HR Implementation Plan. The task is independent, with no hours logged yet, and aims to ensure compliance and awareness within the organization.",03. Mandated Training & Labor Compliance,"February 11, 2024 9:00 AM (EST)","February 11, 2024 6:00 PM (EST)",Diversity and Anit-Harrassment Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131197,Training: Anti-Harassment and Diversity Training,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055779,"November 8, 2024 4:07 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T22,HI2-T63,Yes,Training: Anti-Harassment and Diversity Training,In Progress,08:00,High,"""Anti-Harassment"",""Diversity Training"",""HR Implementation"",""Mandated Training"",""Training"",""In Progress""","This task involves the development and implementation of anti-harassment and diversity training as part of the HR Implementation Plan. The training is mandated and is to be completed by January 11, 2024. The task is currently in progress and is critical to the associated Diversity and Anti-Harassment Team.",03. Mandated Training & Labor Compliance,"January 11, 2024 9:00 AM (EST)","January 11, 2024 6:00 PM (EST)",Diversity and Anit-Harrassment Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000055671,Develop Training Content for Each Mandated Topic,2350689000000131000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000131197,"August 26, 2024 8:42 PM (EDT)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T62,HI2-T28,Yes,I9s,On Hold,00:00,High,"""I9s"",""I9 Compliance"",""HR Implementation Plan"",""Training"",""Active"",""On Hold""","This task involves the I9 Compliance Training as part of the HR Implementation Plan, which is currently on hold. The training is critical and has a planned start date of January 11, 2024, with a completion date set for December 21, 2024. The task is categorized under Audits and is expected to ensure compliance with mandated training requirements.",03. Mandated Training & Labor Compliance,"October 22, 2024 9:00 AM (EDT)","December 21, 2024 6:00 PM (EST)",I9 Compliance Team,61,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131183,"Training: Time, Leave & Wages",2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055723,"November 8, 2024 4:04 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T62,HI2-T78,Yes,BGCK Procedures,In Progress,08:00,High,"""BGCK"",""HR Implementation Plan"",""Training"",""Audits"",""In Progress""","This task involves the mandated training related to Time, Leave, and Wages as part of the HR Implementation Plan. It is currently in progress and critical to the project, with a scheduled start date of January 11, 2024, and a due date of October 23, 2024. The task is independent and has not yet been started, with a completion percentage of 0%.",03. Mandated Training & Labor Compliance,"October 23, 2024 9:00 AM (EDT)","October 23, 2024 6:00 PM (EDT)",Not Associated,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131183,"Training: Time, Leave & Wages",2350689000000131600,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000131683,"August 26, 2024 9:10 PM (EDT)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T62,HI2-T36,No,EPA,On Hold,08:00,High,"""EPA"",""HR Implementation Plan"",""Training"",""Compliance"",""Mandated Training"",""QHR FMLA"",""Wage Compliance""","This task involves the implementation of mandated training related to time, leave, and wages as part of the HR Implementation Plan. Currently on hold, it is scheduled to start on October 14, 2024, with a duration of one day. The associated team is the QHR FMLA and Wage Compliance Team, and the task is considered overdue.",03. Mandated Training & Labor Compliance,"October 14, 2024 9:00 AM (EDT)","October 14, 2024 6:00 PM (EDT)",QHR FMLA and Wage Compliance Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Overdue,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131183,"Training: Time, Leave & Wages",2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055787,"November 8, 2024 4:07 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
